,review,PN
75,Absolutely majestic experience - the staff were lovely and the food was equally outstanding. The cook-it-yourself factor significantly spiced up our dining experience and added a touch of fun to the table. Great place. 10/10 would recommend.,1
76,"This is a smaller restaurant a bit hidden by metal barriers. The food and service are great. We had Korean bbq, kimchi stew, and ramen. All were great and made me feel like I was back in Korea.",1
77,"Visited with fiancé, one of my friends recommended me this restaurant. I wanted to eat something authentic, and this place was indeed authentic. The restaurant itself is not too big, but looks cozy. We tried 2 different kind of ramens, some kimchi, and korean green tea latte. The drink was amazing, the food even better! Their tempura is so tasty, I keep telling my man to go back to get more.
I would definitely recommend!",1
78,"In a smaller street if Myeongdong, a restaurant on two floors soecialised in chicken grilled on the table",1
79,"This place serves the BEST fried rice ever!

Don't be fooled by the menu, just get the 2nd best at 6500Won per head (min 4) PLUS 4 servings mozzarella cheese.

You will thank me for this :)",1
80,"We ate in here for the 1st time on a Monday night. The restaurant was very busy and has a great ambiance. The servers were all friendly and the food is excellent. to start with we had the chicken Kangpopi, which was larger enough to have been a main course. The sauce was very good, not too spicy, but had enough flavour. For my main course, I had the Chicken katsu. Again this was very good, the chicken was well cooked and the curry sauce was great, the sticky rice was also brilliant. My wife had a beef dish. Which she enjoyed and was well cooked. This was my first visit to Miss Korea and will not be my last.
For a starter, 2 mains a soft drink and 1 glass of wine, the total was £34, which is excellent value.",1
81,Very uneven. Concept is interesting and BBQ is good. Sushi are tasteless at best as they have been made several hours before. Service is horrendous as most waiters seem not to care about customers.,0
82,"Small restaurant with close tables.
Menu ok but food disappointing.
Starter was ok. It the main course lukewarm and somewhat lacking.
Staff not that friendly.
Ice cream pretty good though.
Difficult to give a positive recommendation.",0
83,"AVOID IT!
We just randomly walked in, seeing many people there so we really thought this should be a good place for food. However, the food there made us soooo disappointed. We ordered four dishes and none of them tasted okay. The BBQ source was so weird and the beef was not fresh at all! As for the beef soup, I would say they destroyed every thing. It was so slight and there was not enough ingredients inside. All in all, I don’t recommend it. This restaurant is unqualified.",0
84,"Had an excellent BBQ here. The place is spacious and clean. It had a good buzzing atmosphere and service was excellent which makes such a difference. Staff were friendly, helpful explaining how the BBQ worked and they all looked like they wanted to be there. BBQ was excellent and very reasonably priced. You can get just pork or beef or a mixed one. We got the mixture of pork, beef, chicken and came with 2 beers for £38. The experience and the meat itself was fantastic especially the sauces and the pickled vegetables- the marinated chicken and beef bulgogi were devine. If you're on the Atkins diet no danger here as the meats and vegetables are plentiful with no carbs in sight

Would highly recommend",1
